PostId,PostUrl,PostEngagement,Platform,ChannelID,ChannelName,ChannelUid,ChannelUrl,ChannelEngagement,post_body_text,GoogleAudioText,VoskAudioText,EmbeddedContentText,published_at,post_data,post_media_urls,LikesCount,SharesCount,CommentsCount,ViewsCount,post_media_file,embedded_post_text,search_data
38872811,https://www.facebook.com/13310147298/posts/10160232820177299,,Facebook,1172477,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":847497,""following_count"":0,""like_count"":1944,""post_count"":40,""views_count"":0,""comment_count"":1396,""share_count"":null}","For this episode of our Atlanta Culinary Journeys series, sponsored by Kroger, Chef John met up with Belén de la Cruz to make her signature Argentinian beef empanadas. Read more: https://www.ajc.com/things-to-do/food-and-recipes/belen-de-la-cruz-puts-plenty-of-passion-into-her-empanadas/UID5E4BS3JER7IO4UIKJDPNW4I/",,no longer populated,,2022-05-28T17:00:02.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWQ3TlFFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--60424d83927b97c904ae900fd491298609c6b44e/post-1172477-38872811-thumbnail,3.0,0.0,0.0,0.0,,,
38807318,https://www.facebook.com/13310147298/posts/10160231636332299,,Facebook,1172477,The Atlanta Journal-Constitution,blank_for_now,blank_for_now,"{""follower_count"":847497,""following_count"":0,""like_count"":1944,""post_count"":40,""views_count"":0,""comment_count"":1396,""share_count"":null}","In the first episode of our Atlanta Culinary Journeys series, sponsored by Kroger, food & dining editor Ligaya Figueras visits Belén de la Cruz at her Argentinian empanadas shop in Johns Creek Read more: https://www.ajc.com/things-to-do/food-and-recipes/belen-de-la-cruz-puts-plenty-of-passion-into-her-empanadas/UID5E4BS3JER7IO4UIKJDPNW4I/",,no longer populated,,2022-05-27T23:30:04.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRDJYTkFFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7a3055e646bfd4cca92fdcd7e94a1757cb94f5ae/post-1172477-38807318-thumbnail,2.0,1.0,1.0,0.0,,,
27304945,https://www.facebook.com/251414708394338/posts/688073475879808,,Facebook,1119578,Positively Osceola,blank_for_now,blank_for_now,"{""follower_count"":52298,""following_count"":0,""like_count"":631,""post_count"":29,""views_count"":0,""comment_count"":191,""share_count"":220}","Good Morning Osceola with Krissi 🌞 Topics Include: *Governor Ron DeSantis Approves $800M in Florida's Budget for Teacher Raises *Osceola County Announces FREE Tuition for 2022 Graduates Attending Valencia College *Creative Inspiration Journey School to Host Community Informational Tour *Recall Alert! Walmart & Kroger Pancake Mix Due to Possible ""Cable Fragments"" *Going Solar? Kissimmee Utility Authority Can Help! *Local Green Atlanta Pulls Food Truck into Disney Springs * Race to the Taste Fundraiser at OHP *Weather #GoodMorningOsceola #OsceolaNews #OsceolaWeather",,no longer populated,,2022-03-23T11:30:13.000Z,post data removed,,1.0,0.0,2.0,0.0,,,
64130962,https://www.tiktok.com/@tom_vertabrate/video/7075281848267558190,,TikTok,7601946,Thomas Moore,blank_for_now,blank_for_now,"{""follower_count"":null,""following_count"":null,""like_count"":null,""post_count"":null,""views_count"":null,""comment_count"":null,""share_count"":null}",#greenscreen Kroger has evolved over the years!!! @kroger #kroger #trends #viral #trending #reactions #tiktokviral #tiktok #modern #models #fy #fyp #foryou #foryoupage #fypage #fypシ #grocerystore #groceries #history #blowthisup #blackcreators #explore #discover #didyouknow #share #follow #popular #food #supermarket #produce #promote #atl #atlanta #ga #Georgia #godfirst #faith #trust #believe #reactions, ,no longer populated,,2022-03-15T11:07:10.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTW1Na1FJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ae13e09046a1e5b354cf041a167147dc02c5b6f4/post-7601946-64130962-thumbnail,4054.0,12.0,83.0,70858.0,https://www.junkipedia.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTkdNa1FJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--221159958549704745067ca15f04efcce66eecfa/08030b8228a74161876b3145ad102a1b,,
375492043,https://www.facebook.com/photo/?fbid=1259524900783401&set=a.130808090321760,,Facebook,21097368,JTG Daugherty Racing,blank_for_now,blank_for_now,"{""follower_count"":27284,""following_count"":0,""like_count"":30376,""post_count"":150,""views_count"":0,""comment_count"":1897,""share_count"":1177}","Race weekend Atlanta Motor Speedway has officially begun! 

AJ Allmendinger used Kroger #ClickList to order groceries online and pick up from the store, but forgot food for Mr. Tickles! Mr. Tickles took matters into his own hands...", ,no longer populated,,2017-03-04T16:45:06.000Z,post data removed,,75.0,6.0,4.0,0.0,,,
428944704,https://www.facebook.com/reel/2066715513776367/,,Facebook,23824004,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":204909,""following_count"":0,""like_count"":3,""post_count"":1,""views_count"":0,""comment_count"":1581,""share_count"":3}","Who’s ready to go the extra mile at Publix Atlanta Marathon Weekend!🏃💨Get ready to chase your PR, soak in the city views, or just survive for the post-run snacks at the family fun event with a little something for everyone! Here’s some important info you need to know.⤵️"," It's almost here, public that land on Marathon weekend. That's right, we're on the countdown to the weekend and has something to be entirely. Now here are the details. You can take on the Marathon, Half Marathon and 5K. Okay, so the 5K and Youth Events take place on Saturday March 1st, while the full and half Marathon take place on Sunday March 2nd. You'll be cheering on during the route that takes runners and walkers through some of the city's most historical landmarks and scenic areas. You'll pass through Georgia Tech, Clark Atlanta University, Georgia State University, Spillman and Morehouse College. Oh, and make sure you use promo code access ATL10EAM to receive 10% off when you register for any public that land on Marathon race. Good luck at the races, stay warm and remember, keep going, you've got this.",no longer populated,,2025-02-03T16:05:36.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS0ZENHpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--039a3e3ae0b7de9d2570e1ddfe8f3051d5b6e74e/post-23824004-428944704-thumbnail,6.0,2.0,1.0,352.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTmRENHpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--77be40d88c6000a7954d2d3e6a7d6a6fd1ff95ff/m69,,
428943519,https://www.tiktok.com/@accessatlanta/video/7467221629156740398,,TikTok,11615636,AccessAtlanta,blank_for_now,blank_for_now,"{""follower_count"":150345,""following_count"":69,""like_count"":575142,""post_count"":1167,""views_count"":3073246,""comment_count"":1291,""share_count"":24423}","Who’s ready to go the extra mile at Publix Atlanta Marathon Weekend!🏃💨 Get ready to chase your PR, soak in the city views, or just survive for the post-run snacks at the family fun event with a little something for everyone! Here’s some important info you need to know.⤵️ @Atlanta Track Club  🗓️ Saturday, March 1 (5K and youth events) and Sunday, March 2 (full and half marathons) 📍Downtown - The Home Depot Backyard 🎟️From $49.50 (Kids 3K and 50m Dash - FREE) 👟On March 1, the Publix Atlanta Kids Marathon is FREE to all participants (ages 14 and under) thanks to Coca-Cola UNITED’s support. 👟On March 2, the USATF Half Marathon Championships will take place during the Publix Atlanta Half Marathon! This race will feature some of the fastest half marathoners in the U.S., so anyone who runs the half marathon this year can say they ran the same race as some American record-holders and Olympians. ⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race! Race to the 🔗 in bio to register! AD #accessatlanta #thingstodoinatlanta #atl #atlanta #atlantatrackclub #RunningCityUSA "," It's almost here, public that land a marathon weekend. That's right, we're on the countdown to the weekend that has something for the entire family. Now here are the details. You can take on the marathon, half marathon, and five cake. Okay, so the five cake and youth events take place on Saturday, March 1st, while the pull-in half marathons take place on Sunday, March 2nd. You'll be cheered on during the route that takes runners and walkers through some of the city's most historical landmarks and scenic areas. You'll pass through Georgia Tech, Clark Atlanta University, Georgia State University, Spillman, and Morehouse College. Oh, and make sure you use promo code access ATL10KAM to receive 10% off when you register for any publics in Atlanta marathon race. Good luck at the race and stay warm and remember, keep going, you've got this.",no longer populated,,2025-02-03T15:54:26.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQWM5NHpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c2da5d79bcb2320ca312562460dd77b597ec37fd/post-11615636-428943519-thumbnail,732.0,98.0,10.0,83708.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQVkrNHpNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--118ae5c672193efd387b7872937e73c0deeada4e/oMgEE4B6IDRghmAi453ZBUARQso6BDi9PKIBq,,
429206590,https://www.instagram.com/reel/DFncaHlRxNS/,,InstagramDirect,27602176,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":184884,""following_count"":2288,""like_count"":1682711,""post_count"":1485,""views_count"":51799877,""comment_count"":38956,""share_count"":0}","Who’s ready to go the extra mile at Publix Atlanta Marathon Weekend!🏃💨

Get ready to chase your PR, soak in the city views, or just survive for the post-run snacks at the family fun event with a little something for everyone! Here’s some important info you need to know.⤵️

🗓️ Saturday, March 1 (5K and youth events) and Sunday, March 2 (full and half marathons)
📍Downtown - The Home Depot Backyard
🎟️From $49.50 (Kids 3K and 50m Dash - FREE)
👟On March 1, the Publix Atlanta Kids Marathon is FREE to all participants (ages 14 and under) thanks to Coca-Cola UNITED’s support.
👟On March 2, the USATF Half Marathon Championships will take place during the Publix Atlanta Half Marathon! This race will feature some of the fastest half marathoners in the U.S., so anyone who runs the half marathon this year can say they ran the same race as some American record-holders and Olympians.

⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race!

Race to the 🔗 in bio to register!

AD #accessatlanta #thingstodoinatlanta #atl #atlanta #atlantatrackclub #RunningCityUSA"," It's almost here, public that land on Marathon weekend. That's right, we're on the countdown to the weekend and has something for the entire family. Now here are the details. You can take on the Marathon, Half Marathon and 5K. Okay, so the 5K and Youth events take place on Saturday March 1st, while the pulling half Marathons take place on Sunday March 2nd. You'll be cheering on during the route that takes runners and walkers through some of the city's most historical landmarks and scenic areas. You'll pass through Georgia Tech, Clark Atlanta University, Georgia State University, Sparrowman and Morehouse College. Oh, and make sure you use promo code access ATL10PAM to receive 10% off when you register for any public that land on Marathon race. Good luck at the race and stay warm and remember, keep going, you've got this.",no longer populated,,2025-02-03T15:51:03.000Z,post data removed,,257.0,0.0,4.0,3901.0,,,
423653955,https://www.tiktok.com/@keonpositiveenergytv/video/7463913153173245230,,TikTok,18396698,Keon Positive Energy TV,blank_for_now,blank_for_now,"{""follower_count"":93811,""following_count"":56,""like_count"":1669480,""post_count"":796,""views_count"":17902959,""comment_count"":73508,""share_count"":165693}",Publix Sandal Sale Ansley Mall Atlanta HAND MADE #fyp #fypシ #fypシ゚viral #viral #atlanta #BlackTikTok #blacktiktokcommunity ," I'm gonna take one of them out of that. Let me see one of them. Y'all made these? Yes, sir. You guys see me out on YouTube too. I'd be wrapped in Y&G Mods. Space M-A-Z-I-I. You made these, man? Yeah, man. That's cool, man. Both of us. That's cool, man. That's cool, man. I got a city going on. I'm 20 y'all. I'm 21. Y'all still young. She made these. Also, he got these for the latest riot. Oh, they're unissites. Unissites. Don't appreciate you got this one. Can I see those ones right there? I like those flowers on there. You got some more too up there. You got some tight. We had the Publix. We're on Pee's month today. We y'all gonna be at the monastery. Everywhere. Everywhere we are with the Pertupe. Okay, okay. Oh, these two right there. What size of those? These like fivefold. Y'all got any more that kind? Seven. Oh, that's all the ones that I got left.",no longer populated,,2025-01-25T17:55:44.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ3FxVFRNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3b17a2af1171b397444c5ed0fee5da33a54a7f71/post-18396698-423653955-thumbnail,286.0,18.0,26.0,5367.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTjJxVFRNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bd00df84140c16b36fb6499a4d4e8dc237600e59/oUgBmHeIWAKjPzUkKRCljwAjQogmLbIeGsekJV,,
420556824,https://www.facebook.com/reel/2429667220759019/,,Facebook,23824004,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":204909,""following_count"":0,""like_count"":3,""post_count"":1,""views_count"":0,""comment_count"":1581,""share_count"":3}","The Publix Atlanta Marathon Weekend is coming up and in honor of the upcoming races, we’re giving away Publix gift cards! First, we’ve got just one question.👀 What would you do in this situation? Double it or keep it?!⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race! Atlanta Track Club"," The public's Atlanta Marathon races are coming up and in honor of the upcoming races We're giving away some public gift cards. Thanks to the Atlanta Track Club Which is just one question for you. Do you want to keep this $25 public gift card or add 25 and pass it along and give it to the next person? Ooh What's Pants Who Wants the next person? Add 25 and ended up with the next I'll add 25 and give it to you I'm not having a nice, I'm gonna take it to the pubs. Here we go. Here we go I'll pass it along I'll pass it along to someone else I will add 25 and give it to you Ooh You can be completely honest. Listen, it's okay. Whatever you decide, I promise it's fine It's hard times out here. I want to be honest with you I'll make somebody something nice. I'll make him some cookies",no longer populated,,2025-01-22T14:15:45.000Z,post data removed,,11.0,1.0,2.0,1038.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTW9IQ0RNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fd9e94b7521d6a3d4c9871cf645cc1e307b529d0/m69,,
420667009,https://www.tiktok.com/@accessatlanta/video/7462742215308086574,,TikTok,11615636,AccessAtlanta,blank_for_now,blank_for_now,"{""follower_count"":148943,""following_count"":69,""like_count"":567126,""post_count"":1154,""views_count"":2597017,""comment_count"":1191,""share_count"":23174}","The Publix Atlanta Marathon Weekend is coming up and in honor of the upcoming races, we’re giving away Publix gift cards! First, we’ve got just one question.👀 What would you do in this situation? Double it or keep it?! ⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race! Publix Atlanta Marathon Weekend Race 🗓️ Saturday, March 1: 5K 🗓️ Sunday, March 2: Marathon, Half Marathons, & Relay ⏰ Start times vary; see website for info 🎟️ Pricing varies on races 📍Home Depot Backyard - 1 Backyard Way Race to the 🔗 in bio to register! @Atlanta Track Club  AD #accessatlanta #thingstodoinatlanta #atl #atlanta #atlantatrackclub #RunningCityUSA "," The public's Atlanta Marathon races are coming up and in honor of the upcoming races, we're giving away some public gift cards. Thanks to the Atlanta Track Club. We've got just one question for you. Do you want to keep this $25 public gift card or add 25 and pass it along and give it to the next person? Ooh, what's past the launch of the next person? Add 25 and hand it off to the next person. I'll add 25 and give it to my friend. I'm not having a nice, I'm gonna take it. Somebody pop some, here we go, here we go. I'll pass you. I'm gonna pass it along to someone else. I will add 25 and give it to my friend. Ooh, you can be completely honest. Listen, it's okay, whatever you decide, I promise it's fine. It's hard times out here. I want to, I'm gonna be honest with you. I'll make somebody something nice. I'll make him some cookies.",no longer populated,,2025-01-22T14:12:03.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUEg1Q2pNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3e26f8baec2c061688df25b43c5b202463d0318e/post-11615636-420667009-thumbnail,111.0,6.0,8.0,8192.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRkw2Q2pNPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b10bf4c354aa89cec0c7b0fdcfef59ee7a419381/o42pShwEPOQOkVMnA3gIRfYFgfkuqHESDDyBgN,,
420526343,https://www.instagram.com/reel/DFIXFKzRvam/,,InstagramDirect,27602176,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":183268,""following_count"":2285,""like_count"":1662672,""post_count"":1472,""views_count"":51590823,""comment_count"":38044,""share_count"":0}","The Publix Atlanta Marathon Weekend is coming up and in honor of the upcoming races, we’re giving away Publix gift cards! First, we’ve got just one question.👀 What would you do in this situation? Double it or keep it?!

⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race!

Publix Atlanta Marathon Weekend Race
🗓️ Saturday, March 1: 5K
🗓️ Sunday, March 2: Marathon, Half Marathons, & Relay
⏰ Start times vary; see website for info
🎟️ Pricing varies on races
📍Home Depot Backyard - 1 Backyard Way

Race to the 🔗 in bio to register!

AD #accessatlanta #thingstodoinatlanta #atl #atlanta #atlantatrackclub #RunningCityUSA"," The public's Atlanta Marathon races are coming up and in honor of the upcoming races, we're giving away some public gift cards thanks to the Atlanta Track Club. We've got just one question for you. Do you want to keep this $25 public gift card or add 25 and pass it along and give it to the next person? Ooh, um, what's Pants Who Alarm to the next person? Add 25 and hand it off to the next. I'll add 25 and give it to the next person. I'm not that nice. I'm gonna take it. Too many pubs up. Here we go. Here we go. I'll pass it along. I'll pass it along to someone else. I will add 25 and give it to the next person. Ooh, you can be completely honest. Listen, it's okay. Whatever you decide, I promise it's fine. It's hard times out here. I want to. I'm gonna be honest with you. I'll make somebody something nice. I'll make him some cookies.",no longer populated,,2025-01-22T14:07:49.000Z,post data removed,,65.0,0.0,4.0,1822.0,,,
416622051,https://www.tiktok.com/@accessatlanta/video/7461021225763081502,,TikTok,11615636,AccessAtlanta,blank_for_now,blank_for_now,"{""follower_count"":149115,""following_count"":69,""like_count"":568052,""post_count"":1156,""views_count"":2661674,""comment_count"":1218,""share_count"":23319}","🏅 Gear up for the Publix Atlanta Marathon Weekend Race! 🏅 Spring into action this March for Atlanta’s biggest marathon. From 3.1 to 26.2, there’s something for everyone. Even a 3k for the kids! Whether you’re looking to run OR volunteer, come out and join in Atlanta’s first big run event of the year! 👟🌸 ⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race! Publix Atlanta Marathon Weekend Race @Atlanta Track Club  🗓️ March 1 & 2 ⏰ Start times vary; see website for info 🎟️ Pricing varies on races 📍 80 Northside Dr NW Race to the 🔗 in bio to register! AD #accessatlanta #thingstodoinatlanta #atl #atlanta #RunningCityUSA"," I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be",no longer populated,,2025-01-17T22:53:07.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSEg3clRJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0d6fa71ca848457453e2c32ba37fd661f556f959/post-11615636-416622051-thumbnail,303.0,35.0,6.0,18719.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTjM3clRJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7e69c84a1f1a88f9896b64dfb77013640721ed3a/oAHKdizRP43UrgTBE2ZiEj4nIQ6FoWVG3AvB3,,
416840132,https://www.facebook.com/reel/1431734481121418/,,Facebook,23824004,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":204909,""following_count"":0,""like_count"":3,""post_count"":1,""views_count"":0,""comment_count"":1581,""share_count"":3}","🏅 Gear up for the Publix Atlanta Marathon Weekend Race! 🏅Spring into action this March for Atlanta’s biggest marathon. From 3.1 to 26.2, there’s something for everyone. Even a 3k for the kids! Whether you’re looking to run OR volunteer, come out and join in Atlanta’s first big run event of the year! 👟🌸⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race!  Atlanta Track Club Publix Atlanta Marathon Weekend Race🗓️ March 1 & 2⏰ Start times vary; see website for info🎟️ Pricing varies on races📍 80 Northside Dr NW AD  #accessatlanta #thingstodoinatlanta #atlanta #atl  #RunningCityUSA"," I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I'm gonna go, I",no longer populated,,2025-01-17T22:48:52.000Z,post data removed,,5.0,1.0,0.0,185.0,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCR3RWc3pJPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--088cb12cf2763c3547379ae1a9604dcfc605e44a/m69,,
416593737,https://www.instagram.com/reel/DE8Z9tNRilY/,,InstagramDirect,27602176,Access Atlanta,blank_for_now,blank_for_now,"{""follower_count"":182741,""following_count"":2284,""like_count"":1646613,""post_count"":1464,""views_count"":51487772,""comment_count"":37862,""share_count"":0}","🏅 Gear up for the Publix Atlanta Marathon Weekend Race! 🏅

Spring into action this March for Atlanta’s biggest marathon. From 3.1 to 26.2, there’s something for everyone. Even a 3k for the kids! Whether you’re looking to run OR volunteer, come out and join in Atlanta’s first big run event of the year! 👟🌸

⭐BONUS: Use promo code “ACCESSATL10PAM” to receive 10% off when you register for any Publix Atlanta Marathon race!

Publix Atlanta Marathon Weekend Race
🗓️ March 1 & 2
⏰ Start times vary; see website for info
🎟️ Pricing varies on races

📍 80 Northside Dr NW

Race to the 🔗 in bio to register!

AD #accessatlanta #thingstodoinatlanta #atl #atlanta #RunningCityUSA"," I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be a man, I'm gonna be",no longer populated,,2025-01-17T22:43:19.000Z,post data removed,,403.0,0.0,14.0,4088.0,,,
409731415,https://www.instagram.com/reel/DEr3BDNxxEB/,,InstagramDirect,29017393,V-103 The People's Station,blank_for_now,blank_for_now,"{""follower_count"":234218,""following_count"":903,""like_count"":79922,""post_count"":55030,""views_count"":749823,""comment_count"":4608,""share_count"":0}",Tap in with Tori @theradiodiva on some stores that are opened today: *Most Publix in the metro Atlanta and Northeast Georgia *Kroger *Walmart *whole foods *Some restaurants will attempt to open today but will have limited hours. If you know of any places open please tag them in the comments 💛, ,no longer populated,,2025-01-11T12:37:06.000Z,post data removed,,10.0,0.0,0.0,887.0,,,
409151371,https://www.facebook.com/11Alive/posts/pfbid0sWHkHnTprPp7nShYqrBmGMsbgs1NJTdzDz8KVyNdAZFzkzxJhmSrhTJNKTeGHHHyl,,Facebook,16547456,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2041626,""following_count"":0,""like_count"":8213,""post_count"":47,""views_count"":0,""comment_count"":2067,""share_count"":406}",Publix says these stores are closing early due to the winter storm:, ,no longer populated,,2025-01-10T20:20:00.000Z,post data removed,,13.0,6.0,1.0,0.0,,,
407952664,https://www.youtube.com/watch?v=WA2uOIs-4q8,,YouTube,7167,11Alive,blank_for_now,blank_for_now,"{""follower_count"":2350000,""following_count"":0,""like_count"":5839282,""post_count"":119022,""views_count"":1429648160,""comment_count"":2010571,""share_count"":0}","Before you rush out there, that was just the line in one store.", ,no longer populated,,2025-01-09T04:13:47.000Z,post data removed,https://www.junkipedia.org/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRlJ5NnpFPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--99b833f7ae6954b36e35293a62726d7ff68eebe4/post-7167-407952664-thumbnail,5.0,0.0,0.0,258.0,,,
